origen,destino,nombre_transportista,total_viajes,codigo,codigo_referencia,direccion,ciudad,provincia,pais,nif,telefono,telefono_movil,email,adr,completo
LEON,VALENCIA,TRANSMARAÑA  S.L.,187,,,,,,,,,,transporte@grupomarana.com,,
LEON,VALENCIA,MUTRANS SERVICIOS LOGISTICOS  S.L.,2305,,,,,,,,,,,,
LEON,VALENCIA,BOGAITRANS XXI  SL,1025,,,,,,,,,,trafico@bogaitrans.com,,
LEON,VALENCIA,ARGÜELLES RIVAS  ALBERTO RAFAEL,1475,,,,,,,,635409776,,,,
LEON,VALENCIA,LANNUTTI ESPAÑA  S.L. (MADRID),2357,,,,,,,,,,TrafficoEspana@lannutti.com,,
LEON,VALENCIA,DSV ROAD SPAIN S.A.U,70,,,,,,,,,,monserrat.martinez@dsv.com,,
LEON,VALENCIA,TRANSPORTES CAMPONARAYA  S.L.,2098,,,,,,,,,,,,
LEON,VALENCIA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
LEON,VALENCIA,TRANSPORTES SANFIZ  S.L.,2041,,,,,,,,620477537,,transportessanfiz@yahoo.es,,
LEON,VALENCIA,SARATEKUA  S.L.,2409,,,,,,,,,,saratekua.sl@gmail.com,,
LEON,VIZCAYA,DIVERCARGO LEÓN  S.L.,2263,,,,,,,,,,atc.554@dcgleon.es,,
LERIDA,BARCELONA,MANERO PEREZ JUAN CARLOS,816,,,,,,,,607469495,,trans.manero@telefonica.net,,SI
LERIDA,VALENCIA,TRANSMUAL  SOLUCIONES LOGISTICAS  S.L.,1747,,,,,,,,623588315,,trafico@logisticatransmual.com,,
LA RIOJA,VIZCAYA,GONHER-EXPRESS S.L.,1909,,,,,,,,,,,,
LA RIOJA,VALENCIA,JORGE BONDIA TRANSPORTS  S.L.,113,,,,,,,,670 35 79 19 ,,sybtrans@hotmail.com,,NO
LA RIOJA,VALENCIA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
LA RIOJA,VALENCIA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
LA RIOJA,VALENCIA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
LA RIOJA,VALENCIA,SERGIO BENEDICTO GIMENO,2366,,,,,,,,,,sergiobgtransportes@gmail.com,,
LA RIOJA,VALENCIA,GRUPAJES ESTRATEGICOS  S.L.,686,,,,,,,,666676078,,grupajes.es@gmail.com,,NO
LA RIOJA,VALENCIA,TRANALSA  S.L.,281,,,,,,,,,,juan.sanso@tranalsa.com,,
LA RIOJA,VALENCIA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
LA RIOJA,VALENCIA,SOLANO LOGISTICA FROGORIFICA  S.L.,1732,,,,,,,,,,slf@frutas-solano.com,,
LA RIOJA,VALENCIA,OPERADOR DE TRANSPORTES ELISEO  S.L,145,,,,,,,,,,correo@oteliseo.es,,
LA RIOJA,VALENCIA,TRANSPORTES RUMAR  S.L.,215,,,,,,,,,,rprumar@fer.es,,
LUGO,BARCELONA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
LUGO,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
LUGO,BARCELONA,GALITRUCK LOGISTICA  S.L.,1241,,,,,,,,687 05 96 51 ,,galitrucklogistica@galitruck.com,,SI
LUGO,BARCELONA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
LUGO,MADRID,GALITRUCK LOGISTICA  S.L.,1241,,,,,,,,687 05 96 51 ,,galitrucklogistica@galitruck.com,,SI
LUGO,MADRID,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
LUGO,PONTEVEDRA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
LUGO,VALENCIA,GALITRUCK LOGISTICA  S.L.,1241,,,,,,,,687 05 96 51 ,,galitrucklogistica@galitruck.com,,SI
LUGO,VALENCIA,MAIER EXPRESS  S.,1418,,,,,,,,649308337,,taniacristi2000@icloud.com,,
LUGO,VALENCIA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
LUGO,VIZCAYA,PRADITRANS MINDONIENSE  S.L.,1993,,,,,,,,,,praditrans@praditrans.com,,
MADRID,MADRID,LIBRA LOGISTIC SERVICES  S.L.,892,,,,,,,,,,"IMPORT@LIBRALOGISTIC.COM,EXPORT@LIbRALOGISTIC.COM",,
MADRID,MADRID,PARRA SANJUAN  JUAN ANTONIO,1848,,,,,,,,,,parrajuan2001.jp@gmail.com,,
MADRID,MADRID,EXE GLOBAL FORWARDERS  S.L.(ENVIOXENVIO),1415,,,,,,,,,,trafico@envioxenvio.es,,
MADRID,ALAVA,VENTURA PERALES ALFONSO,1225,,,,,,,,627531403,,transventura@hotmail.com,,
MADRID,ALICANTE,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
MADRID,ALMERIA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,ALMERIA,TRANSPORTES GUERRERO 96  S.L.,203,,,,,,,,696443003,,sandra@transportesguerrero.es,,
MADRID,ALMERIA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
MADRID,ASTURIAS,GUTTRANS S.L,99,,,,,,,,,,info@guttrans.com,,
MADRID,ASTURIAS,TRAN.P.MONTALVO  S.L.,960,,,,,,,,661954595,,administracion@transpmontalvo.es,,
MADRID,ASTURIAS,TRANSPORTES ZANCADA  S.L.,1065,,,,,,,,,,transporteszancada@gmail.com,,
MADRID,ASTURIAS,AGENCIA TRANSPORTES ROBLEDO  S.L.,643,,,,,,,,676 33 98 59 ,,asturias@robledologistics.com,,SI
MADRID,ASTURIAS,FERNANDEZ RODRIGUEZ CARLOS,1798,,,,,,,,,,,,
MADRID,AVILA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
MADRID,AVILA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,AVILA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
MADRID,AVILA,PAZ SAN 2011  S.L.,1588,,,,,,,,920190300,,,,
MADRID,BADAJOZ,EUSEBIA GONZALEZ DE LA NATIVIDAD,501,,,,,,,,637886233,,anjamaisuse@gmail.com,,
MADRID,BADAJOZ,O.T. MOPA BADAJOZ SL,142,,,,,,,,,,trafico@otmopa.es,,
MADRID,BADAJOZ,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,BELGICA,LIBRA LOGISTIC SERVICES  S.L.,892,,,,,,,,,,"IMPORT@LIBRALOGISTIC.COM,EXPORT@LIbRALOGISTIC.COM",,
MADRID,VALENCIA,TRANS ARIJA  S.L.,1363,,,,,,,,,,trans-arija@hotmail.com,,
MADRID,VALENCIA,TRANSRIBERA COOP.V.,223,,,,,,,,,,,,
MADRID,VALENCIA,BUENDIA DOMINGUEZ ANA P. ,1066,,,,,,,,,,annbuendia@gmail.com,,
MADRID,VALENCIA,NINJATRUCK  S.L. ONTRUCK,278,,,,,,,,,,ops@ontruck.com,,
MADRID,VALENCIA,OÑORO FERNANDEZ MIGUEL ANGEL,1648,,,,,,,,616443098,,transporte_syo@hotmail.com,,
MADRID,CACERES,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
MADRID,CADIZ,EMDIPA S.L,1093,,,,,,,,,,ops.mad@emdipa.com,,
MADRID,CADIZ,O.T. ELIVICO  S.L.,378,,,,,,,,606403469,,contabilidad@otelivicosl.com,,
MADRID,CADIZ,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,CADIZ,LOGISTICA Y PAQUETERÍA HORECA  S.L.,247,,,,,,,,,,trafico2@lphlogistica.com,,
MADRID,CADIZ,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
MADRID,CORDOBA,O.T. ELIVICO  S.L.,378,,,,,,,,606403469,,contabilidad@otelivicosl.com,,
MADRID,CIUDAD REAL,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,CIUDAD REAL,SANCHEZ ARENAS LOGISTICS  S.L,802,,,,,,,,,,trafico@salogistics.es,,
MADRID,CASTELLON,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
MADRID,CASTELLON,BUENDIA DOMINGUEZ ANA P. ,1066,,,,,,,,,,annbuendia@gmail.com,,
MADRID,CASTELLON,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,CASTELLON,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
MADRID,CASTELLON,JUAN ANTONIO GARCIA GOMEZ,1,,,,,,,,639004672,,JUANGARGO@GMAIL.COM,,
MADRID,CUENCA,TRANSPORTES FERNANDEZ  S.L.U.,200,,,,,,,,,,carmen@transportesfernandez.es,,
MADRID,CUENCA,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
MADRID,GERONA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
MADRID,GERONA,SERTRANS CATALUNYA  S.A.,483,,,,,,,,,,juanrodriguez@sertrans.es,,
MADRID,GRANADA,O.T. ELIVICO  S.L.,378,,,,,,,,606403469,,contabilidad@otelivicosl.com,,
MADRID,GUADALAJARA,TRANS ARIJA  S.L.,1363,,,,,,,,,,trans-arija@hotmail.com,,
MADRID,GUADALAJARA,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
MADRID,GUADALAJARA,O.T. ALCAHUZ  S.L.,475,,,,,,,,,,traficolevente@otalcahuz.com,,
MADRID,GUADALAJARA,OÑORO FERNANDEZ MIGUEL ANGEL,1648,,,,,,,,616443098,,transporte_syo@hotmail.com,,
MADRID,GUADALAJARA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
MADRID,GUADALAJARA,CHIMETRANSPOR  S.L.,1652,,,,,,,,,,,,
MADRID,GUADALAJARA,TRANSPORTES HERNS DEL RIO  S.L.,2364,,,,,,,,,,TRANSHDEIRIO@GMAIL.COM,,
MADRID,GUIPUZCOA,VENTURA PERALES ALFONSO,1225,,,,,,,,627531403,,transventura@hotmail.com,,
MADRID,GUIPUZCOA,HIRUTRANS GARRAIOAK  S.L. (HTG EXPRESS),1561,,,,,,,,,,admon@htg-express.com,,
MADRID,GUIPUZCOA,MERCHAN SALAMANCA  FRANCISCO JAVIER,2089,,,,,,,,,,javier.merchansa@gmail.com,,
MADRID,GUIPUZCOA,SEALOG  S.A.,2341,,,,,,,,,,trafico@sealog.es,,
MADRID,HUELVA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,LA RIOJA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,LA RIOJA,SDAD. COOPERATIVA RIOJANA DE TRANSPORTES,1781,,,,,,,,,,scrt@fer.es,,
MADRID,LEON,TRANSPORTES CAMPONARAYA  S.L.,2098,,,,,,,,,,,,
MADRID,LEON,TRANSPORTES PATAQUINA S.L,1151,,,,,,,,636484785,,victoralvarezmerayo@hotmail.com,,
MADRID,LEON,AURELIO ALONSO RODRIGUEZ,2270,,,,,,,,,,transportesalonsorodriguez@gmail.com,,
MADRID,LERIDA,LOGISTICA JAVIER TALAVERA  S.L.U.,1281,,,,,,,,,,administracion@sertranin.com,,
MADRID,LERIDA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,LERIDA,SERTRANS CATALUNYA  S.A.,483,,,,,,,,,,juanrodriguez@sertrans.es,,
MADRID,LERIDA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
MADRID,LUGO,GALITRUCK LOGISTICA  S.L.,1241,,,,,,,,687 05 96 51 ,,galitrucklogistica@galitruck.com,,SI
MADRID,MADRID,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
MADRID,MADRID,TRANSPORTES FERNANDEZ  S.L.U.,200,,,,,,,,,,carmen@transportesfernandez.es,,
MADRID,MADRID,TTES. LUIS MIGUEL GONZALEZ RIOS  S.L.,2204,,,,,,,,,,,,
MADRID,MADRID,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,MADRID,VICENTE ROS PANACH,3,,,,,,,,649975416,,transportespanach@gmail.com,,
MADRID,MADRID,BUENDIA DOMINGUEZ ANA P. ,1066,,,,,,,,,,annbuendia@gmail.com,,
MADRID,MADRID,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
MADRID,MADRID,SERTRANS CATALUNYA  S.A.,483,,,,,,,,,,juanrodriguez@sertrans.es,,
MADRID,MALAGA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,MALAGA,O.T. ELIVICO  S.L.,378,,,,,,,,606403469,,contabilidad@otelivicosl.com,,
MADRID,MALAGA,LOGISTICA Y PAQUETERÍA HORECA  S.L.,247,,,,,,,,,,trafico2@lphlogistica.com,,
MADRID,MURCIA,TRANSPORTES GUERRERO 96  S.L.,203,,,,,,,,696443003,,sandra@transportesguerrero.es,,
MADRID,MURCIA,A.T. NICOTRANS  S.L.,2347,,,,,,,,,,atnicotrans@hotmail.com,,
MADRID,MURCIA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
MADRID,NAVARRA,SERVICIO DE TRANSPORTES  S.C.,979,,,,,,,,,,trafico@sertransnavarra.com,,
MADRID,NAVARRA,TTES. Y LOG. J&J EZQUERRO  SLU,2223,,,,,,,,,,javi@transezquerro.es ,,
MADRID,NAVARRA,TAFATRANS LOGISTICA Y SERVICIOS  S.L.,735,,,,,,,,,,trafico@grupotafatrans.com,,
MADRID,NAVARRA,RAL RIOJA S.L.,787,,,,,,,,,,administracion@ralrioja.com,,
MADRID,NAVARRA,GRUPO LOGISTICO ARNEDO  S.L.U.,95,,,,,,,,,,teo.calvo@grupoarnedo.com,,
MADRID,NAVARRA,GONZALEZ GURREA LUIS CARLOS,1893,,,,,,,,630665428,,tasio0763@cloud.com,,
MADRID,ORENSE,GALITRUCK LOGISTICA  S.L.,1241,,,,,,,,687 05 96 51 ,,galitrucklogistica@galitruck.com,,SI
MADRID,PALENCIA,JOSE JAVIER GOMEZ DE LA FUENTE,508,,,,,,,,609354583,,transgdelafuente@gmail.com,,
MADRID,PALENCIA,TRANSSOTO E HIJOS  S.L.,2423,,,,,,,,,,,,
MADRID,PORTUGAL,EXE GLOBAL FORWARDERS  S.L.(ENVIOXENVIO),1415,,,,,,,,,,trafico@envioxenvio.es,,
MADRID,PORTUGAL,ICTL - LOGISTICA  LDA,1933,,,,,,,,,,ictllogistica@gmail.com,,
MADRID,SEGOVIA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,SEGOVIA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
MADRID,SEGOVIA,DISTRIBUCION ALIMENTARIA BARTOLOME SANZ ,806,,,,,,,,629804332,,distrubal@hotmail.com,,
MADRID,SEVILLA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
MADRID,SEVILLA,TRANSPORTES CAMPOS MORALLON  S.L.,2151,,,,,,,,,,transportescamposmorallon@gmail.com,,
MADRID,SEVILLA,TOLEDO MATA  ELOGIO,2291,,,,,,,,,,,,
MADRID,SEVILLA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
MADRID,TARRAGONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,TARRAGONA,SERTRANS CATALUNYA  S.A.,483,,,,,,,,,,juanrodriguez@sertrans.es,,
MADRID,TARRAGONA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
MADRID,TARRAGONA,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
MADRID,TARRAGONA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
MADRID,TERUEL,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
madrid,VALENCIA,OÑORO FERNANDEZ MIGUEL ANGEL,1648,,,,,,,,616443098,,transporte_syo@hotmail.com,,
madrid,VALENCIA,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
madrid,VALENCIA,TRANS ARIJA  S.L.,1363,,,,,,,,,,trans-arija@hotmail.com,,
madrid,VALENCIA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
madrid,VALENCIA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
madrid,VALENCIA,NINJATRUCK  S.L. ONTRUCK,278,,,,,,,,,,ops@ontruck.com,,
madrid,VALENCIA,PARRA SANJUAN  JUAN ANTONIO,1848,,,,,,,,,,parrajuan2001.jp@gmail.com,,
madrid,VALENCIA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
madrid,VALENCIA,VERDET CARRATALA  S.A.,237,,,,,,,,,,vercasa@vercasa.net,,
madrid,VALENCIA,SEBASTIAN ORTEGA PEREZ,2,,,,,,,,677477987,,sebas.ortega.perez@gmail.com,,
madrid,VALENCIA,VICENTE ROS PANACH,3,,,,,,,,649975416,,transportespanach@gmail.com,,
madrid,VALENCIA,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
madrid,VALENCIA,BUENDIA DOMINGUEZ ANA P. ,1066,,,,,,,,,,annbuendia@gmail.com,,
madrid,VALENCIA,ENVIOS RAPIDOS VALENCIA  S.L (RAMONEDA),1940,,,,,,,,691561497,,jsoriano@ramoneda.es,,
madrid,VALENCIA,ONTIME PLATAFORMA NORESTE  S.L.,1721,,,,,,,,,,asegura@ontimelogistica.com,,
madrid,VALENCIA,ONTIME CATALUNYA  S.L.U.,2365,,,,,,,,,,,,
madrid,VALENCIA,MARIN ROIG RODRIGUEZ  EDUARDO,1720,,,,,,,,,,eduardomarin1968@gmail.com,,
madrid,VALENCIA,OSARO EKOMA JANET,148,,,,,,,,,,osaro.transporte@yahoo.es,,
madrid,VALENCIA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
madrid,VALENCIA,SERTRANS CATALUNYA  S.A.,483,,,,,,,,,,juanrodriguez@sertrans.es,,
madrid,VALENCIA,HIRUTRANS GARRAIOAK  S.L. (HTG EXPRESS),1561,,,,,,,,,,admon@htg-express.com,,
madrid,VALENCIA,ROMERO BERNAL PEDRO,1871,,,,,,,,696426913,,transfrigo_romero@hotmail.com,,
MADRID,VIZCAYA,VENTURA PERALES ALFONSO,1225,,,,,,,,627531403,,transventura@hotmail.com,,
MADRID,VIZCAYA,CANTERA MANSO RAFAEL,1727,,,,,,,,685890658,,transportescantera@hotmail.com,,
MADRID,VIZCAYA,BENITO HERNANDEZ BALDOMERO,1841,,,,,,,,610721105,,,,
MADRID,VIZCAYA,TRANSRODRIGUEZMALO SONSECA  S.L.,1029,,,,,,,,,,transrodriguezmalo@gmail.com,,
MADRID,VIZCAYA,TRANS ARIJA  S.L.,1363,,,,,,,,,,trans-arija@hotmail.com,,
MADRID,VIZCAYA,AITOR SANZ PEREZ,2444,,,,,,,,,,,,
MADRID,VALLADOLID,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,VALLADOLID,SANCHEZ VILLA FRANCISCO JAVIER,1860,,,,,,,,605277345,,blancolobospatricia@hotmail.com,,
MADRID,VALLADOLID,CORRIONERO GONZALEZ JOSE MANUEL,1210,,,,,,,,662289462,,jose.corrionero@yahoo.es,,
MADRID,VALLADOLID,DISTRIBUCION ALIMENTARIA BARTOLOME SANZ ,806,,,,,,,,629804332,,distrubal@hotmail.com,,
MADRID,VALLADOLID,FRANCISCO COLMENAR SANCHEZ,1226,,,,,,,,,,frantransporte76@gmail.com,,
MADRID,VALLADOLID,GARRIDO MUÑOZ EMILIANO,691,,,,,,,,639644065,,Pegaso165@hotmail.es,,
MADRID,VALLADOLID,EMDIPA S.L,1093,,,,,,,,,,ops.mad@emdipa.com,,
MADRID,VALLADOLID,JOSE ANTONIO PASTOR GARCÍA,1942,,,,,,,,,,transpastorgarcia@hotmail.com,,
MADRID,VALLADOLID,FRANCISCO JAVIER MARTINEZ FALAGAN,2132,,,,,,,,,,,,
MADRID,VALLADOLID,TRANSPORTES PEDRO P. SAN JOSE  S.L.,1816,,,,,,,,616471093,,pedrop.sanjosetransportes@gmail.com,,
MADRID,VALLADOLID,ALEJANDRO MESTO VELASCO,1179,,,,,,,,,,aljater@hotmail.com,,
MADRID,ZARAGOZA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,ZARAGOZA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
MADRID,ZARAGOZA,JORGE BONDIA TRANSPORTS  S.L.,113,,,,,,,,670 35 79 19 ,,sybtrans@hotmail.com,,NO
MADRID,ZARAGOZA,RODIA GRUPAJES  S.L.,165,,,,,,,,654 43 52 37,,gasolineraurrea@yahoo.com,,NO
MADRID,ZARAGOZA,SERTRANS CATALUNYA  S.A.,483,,,,,,,,,,juanrodriguez@sertrans.es,,
MADRID,ZARAGOZA,TTES REGULARES DEL ARANDA S.L,228,,,,,,,,,,traficoregulares@gmail.com,,
MADRID,ZAMORA,JUAN JOSE HERNANDEZ ESCRIBANO,2144,,,,,,,,,,,,
MADRID,ZAMORA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MALAGA,SEVILLA,TRANS BULL & SERR SL,419,,,,,,,,666449512,,info@transportesbulnes.com,,
MALAGA,SEVILLA,ANTONIO JESUS LOPEZ CARRION,763,,,,,,,,,,transporteslopcarr@gmail.com,,
MALAGA,SEVILLA,EDUARDO MANUEL BULNES SERRANO,74,,,,,,,,,,info@transportesbulnes.com,,
MALAGA,SEVILLA,LOGISTICA Y PAQUETERÍA HORECA  S.L.,247,,,,,,,,,,trafico2@lphlogistica.com,,
MALAGA,SEVILLA,TRANSPORTES A J LOPEZ CARRION  S.L.,2226,,,,,,,,,,transporteslopcarr@gmail.com,,
MALAGA,SEVILLA,J.A. MOYA TRANSPORTES SEVILLA  S.L.,2235,,,,,,,,,,jamoyatransportessevilla@gmail.com,,
MALAGA,BARCELONA,LOGISTICA Y PAQUETERÍA HORECA  S.L.,247,,,,,,,,,,trafico2@lphlogistica.com,,
MALAGA,HUELVA,LOGISTICA Y PAQUETERÍA HORECA  S.L.,247,,,,,,,,,,trafico2@lphlogistica.com,,
MALAGA,INGLATERRA,MARTIN & ZARCO LOGISTIC  S.L.,2086,,,,,,,,,,"javier@mzlogistic.com,beatriz@mzlogistic.com",,
MALAGA,JAEN,CARGOCASITODO  S.L.,43,,,,,,,,,,trafico@cargocasitodo.com,,
MALAGA,MADRID,TRANSRIBERA COOP.V. (SALVADOR POVEDA VA),2252,,,,,,,,,,salvadorpoveda46@gmail.com,,
MALAGA,MADRID,LOGISTICA Y PAQUETERÍA HORECA  S.L.,247,,,,,,,,,,trafico2@lphlogistica.com,,
MALAGA,MADRID,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MALAGA,MALAGA,LOGISTICA Y PAQUETERÍA HORECA  S.L.,247,,,,,,,,,,trafico2@lphlogistica.com,,
MALAGA,VALENCIA,LOGISTICA Y PAQUETERÍA HORECA  S.L.,247,,,,,,,,,,trafico2@lphlogistica.com,,
MALAGA,VALENCIA,TRANSRIBERA COOP.V. (SALVADOR POVEDA VA),2252,,,,,,,,,,salvadorpoveda46@gmail.com,,
MALAGA,VALENCIA,CARGOCASITODO  S.L.,43,,,,,,,,,,trafico@cargocasitodo.com,,
MADRID,ALBACETE,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,ALBACETE,TRANSPORTES FERNANDEZ  S.L.U.,200,,,,,,,,,,carmen@transportesfernandez.es,,
MADRID,ALBACETE,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
MADRID,ALBACETE,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
MADRID,ALBACETE,LOGISTICA DALUC  S.L.,2344,,,,,,,,,,administracion@logisticadaluc.com,,
MADRID,ALBACETE,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
MADRID ,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID ,BARCELONA,TRANS ARIJA  S.L.,1363,,,,,,,,,,trans-arija@hotmail.com,,
MADRID ,BARCELONA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
MADRID ,BARCELONA,QUIJOTE QUINTO CENTENARIO S. COOP (5),2134,,,,,,,,,,,,
MADRID ,BARCELONA,NINJATRUCK  S.L. ONTRUCK,278,,,,,,,,,,ops@ontruck.com,,
MADRID ,BARCELONA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
MADRID ,BARCELONA,CARGOVIAL S.L.,893,,,,,,,,677495503,,trafico@cargovial.es,,
MADRID ,BARCELONA,LOETRANS  S.L,2125,,,,,,,,,,,,
MADRID ,BARCELONA,SERTRANS CATALUNYA  S.A.,483,,,,,,,,,,juanrodriguez@sertrans.es,,
MADRID ,BARCELONA,GLOBAL ARION LOGISTICS  S.L.,392,,,,,,,,617166500,,trafico@globalarion.com,,
MADRID ,BARCELONA,GRUPAJES TRANSREAL  SL,1686,,,,,,,,647035094,,transrealgrupajes@gmai.com,,
MADRID ,BARCELONA,CARGOVIERA  S.L.,1813,,,,,,,,690868010,,cargoviera77@gmail.com,,
MADRID ,BARCELONA,OÑORO FERNANDEZ MIGUEL ANGEL,1648,,,,,,,,616443098,,transporte_syo@hotmail.com,,
MADRID ,BARCELONA,ROMERO BERNAL PEDRO,1871,,,,,,,,696426913,,transfrigo_romero@hotmail.com,,
MADRID ,BARCELONA,BUYAGUI LOGISTICA  S.L.,2114,,,,,,,,,,,,
