origen;destino;nombre_transportista;total_viajes;codigo;codigo_referencia;direccion;ciudad;provincia;pais;nif;telefono;telefono_movil;email;adr;completo
GUIPUZCOA;BARCELONA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
BARCELONA;LEON;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
VALENCIA;AUSTRIA;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
BARCELONA;CIUDAD REAL;TRANSPORTES MATEXPO S.L.;;;;;;;;;;926266317;jorge.carrera@transportesmatexpo.com;;
HUESCA;BARCELONA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
PONTEVEDRA;BARCELONA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
BARCELONA;PALENCIA;GOHERTRANS LOGISTICA S.L.;;;;;;;;;;;info@gohertrans.com;;
BARCELONA;HUESCA;HACIENDA PASTORA S.L.;;;;;;;;;;678696344;;;
BARCELONA;CORDOBA;GLOBAL ARION LOGISTICS S.L.;;;;;;;;;;617166500;trafico@globalarion.com;;
ZARAGOZA;BARCELONA;A.T. LUIS MIGUEL MUÑOZ GIL S.L.U.;;;;;;;;;;983528242;administracion@lmglogistic.com;;
BARCELONA;VALENCIA ;TRANSGONZALEZ RUIZ S.L.;;;;;;;;;;;transgonzalezruiz@gmail.com;;
HUESCA;VALENCIA;ENRIQUE HERNANDEZ PARICIO;;;;;;;;;;659763870;transhernandezpa@gmail.com;;
MADRID;ZARAGOZA;EMDIPA S.L;;;;;;;;;;917480183;ops.mad@emdipa.com;;
BARCELONA;CASTELLON;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
CADIZ;CADIZ;TRANSPORTES A J LOPEZ CARRION S.L.;;;;;;;;;;685815968;transporteslopcarr@gmail.com;;
VALLADOLID;MADRID;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
GUIPUZCOA;VALENCIA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
NAVARRA;VALENCIA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
BARCELONA;BADAJOZ;O.T.TRANSNORIEGA S.L;;;;;;;;;;924685408;admin@noriegagrupologistico.com;;
SEVILLA;BARCELONA;ALEJANDRO TOMAS IZQUIERDO TENA;;;;;;;;;;603405050;amit.transportes@gmail.com;;
VALENCIA;JAEN;CARGOCASITODO S.L.;;;;;;;;;;953033790;trafico@cargocasitodo.com;;
SUIZA;BARCELONA;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
MADRID;BARCELONA;SERTRANS CATALUNYA S.A.;;;;;;;;;;934627767;juanrodriguez@sertrans.es;;
GUIPUZCOA;MADRID;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
CADIZ;SEVILLA;ALEJANDRO TOMAS IZQUIERDO TENA;;;;;;;;;;603405050;amit.transportes@gmail.com;;
CADIZ;VALENCIA;VICENTE ROS PANACH;;;;;;;;;;963657147;transportespanach@gmail.com;;
VALENCIA;SEVILLA;TRANSPORTES A J LOPEZ CARRION S.L.;;;;;;;;;;685815968;transporteslopcarr@gmail.com;;
NAVARRA;VALENCIA;TAFATRANS LOGISTICA Y SERVICIOS S.L.;;;;;;;;;;902232600;trafico@grupotafatrans.com;;
BARCELONA;VALENCIA ;VELOCITY TRANSINTERNACIONAL S.L.;;;;;;;;;;961977960;trafico@transportevelocity.com;;
madrid;VALENCIA;ENVIOS RAPIDOS VALENCIA S.L (RAMONEDA);;;;;;;;;;961667590;jsoriano@ramoneda.es;;
BURGOS;VALENCIA;BARTOLOME CONDADO OSCAR MIGUEL;;;;;;;;;;629377526;oscaramaia@gmail.com;;
ZARAGOZA;BARCELONA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
BADAJOZ;VALENCIA;VALI LEFTERACHE;;;;;;;;;;601222459;info@rdpe.es;;
CORDOBA;VALENCIA;LOGISTICA Y PAQUETERÍA HORECA S.L.;;;;;;;;;;610291305;trafico2@lphlogistica.com;;
MADRID ;BARCELONA;RODRIGUEZ MARTINEZ ALBERTO;;;;;;;;;;667595010;alberto.rm@telefonica.net;;
BADAJOZ;SEVILLA;TRANSPORTES MOYA LOGISTICA INTEGRAL SL;;;;;;;;;;608553000;luis.m.moya.v@gmail.com;;
TERUEL;VALENCIA;TRANSMUAL SOLUCIONES LOGISTICAS S.L.;;;;;;;;;;623588315;trafico@logisticatransmual.com;;
CORDOBA;CADIZ;TRANPORTESIZADOS FERNANDEZ SLU;;;;;;;;;;699469058;;;
VIZCAYA;MADRID;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
ZARAGOZA;VIZCAYA;LGK S.L.;;;;;;;;;;946257540;LGK@LGK.ES;;
REPUBLICA CHECA;BARCELONA;EXE GLOBAL FORWARDERS S.L.(ENVIOXENVIO);;;;;;;;;;645424201;trafico@envioxenvio.es;;
BARCELONA;ORENSE;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
MALAGA;SEVILLA;TRANSPORTES A J LOPEZ CARRION S.L.;;;;;;;;;;685815968;transporteslopcarr@gmail.com;;
LA RIOJA;BARCELONA;TRANSPORTES CODECAR S.L.;;;;;;;;;;620674739;codecar@transportescodecar.com;;
SEVILLA;CADIZ;TRANPORTESIZADOS FERNANDEZ SLU;;;;;;;;;;699469058;;;
VALLADOLID;BARCELONA;HERMITRANSA S.L.;;;;;;;;;;606320185;HERMITRANSA@GMAIL.COM;;
AVILA  ;VALENCIA  ;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
MADRID;LERIDA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
VALENCIA;LEON;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
BARCELONA;VALLADOLID;TRANSPORTES PICANTILLO S.L. (TP GROUP);;;;;;;;;;+34 977773517;;;
BARCELONA;CUENCA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
VIZCAYA;BARCELONA;OSVALDO BUSSOT DANIEL;;;;;;;;;;;;;
VALENCIA;MADRID ;TRANSIBERIAN CARGO S.L.;;;;;;;;;;633230136;f.mota@trnasiberiancargo.com;;
VALENCIA;BADAJOZ;TRANSPORTES MOYA LOGISTICA INTEGRAL SL;;;;;;;;;;608553000;luis.m.moya.v@gmail.com;;
VALENCIA;SORIA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
MADRID;TOLEDO;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
VIZCAYA;MADRID;FERNANDEZ RODRIGUEZ CARLOS;;;;;;;;;;609813748;;;
VALENCIA;SALAMANCA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
CADIZ;SEVILLA;TRANPORTESIZADOS FERNANDEZ SLU;;;;;;;;;;699469058;;;
VIZCAYA;BARCELONA;TRANSPORTES AQUINO ESPINOZA S.L. ;;;;;;;;;;686740300;herbert_197@hotmail.com;;
VALENCIA;SEVILLA;DIETRANS S.L.;;;;;;;;;;602103738;correo@dietrans.com;;
TERUEL;BARCELONA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
ZARAGOZA;VALENCIA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
VALENCIA;SALAMANCA;MARTIN FRANCO 2006 S.L.;;;;;;;;;;;martinfranco2006@hotmail.com;;
MADRID;TARRAGONA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
GUADALAJARA;BARCELONA;ENORA SERVICIOS LOGISTICOS SL;;;;;;;;;;984158061;operaciones@enoragrupo.es;;
BARCELONA;ALICANTE;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
VALENCIA;CACERES;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
BADAJOZ;VALENCIA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
ALAVA;ALAVA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
TERUEL;VALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
BARCELONA;CASTELLON;TRANS JOAQUIN BUENDIA S.L.U.;;;;;;;;;;961514924;info@transjbuendia.com;;
VALENCIA;VALENCIA;JOMAN LOGISTIC S.L.;;;;;;;;;;961597087;administracion@jomanlogistic.com;;
BARCELONA;VIZCAYA;TRANSPORTES MENCHEN-ROMERO S.L.;;;;;;;;;;926613408;lopezl@menchenromero.com;;
ZARAGOZA;BARCELONA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
AVILA;MADRID;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
VALENCIA;LEON;AGENCIA TRANSPORTES ROBLEDO S.L.;;;;;;;;;;936388321;celso@robledologistics.com;;
BURGOS;VALENCIA;MOLINERO IBAÑEZ RUFINO;;;;;;;;;;649931673;rufino.molinero@gmail.com;;
BARCELONA;LA CORUÑA;GONZALVAR VERIN S.L.;;;;;;;;;;680422343;gonzalvarverin@gmail.com;;
HUESCA;BARCELONA;TRANS-PUIGGENE MESTRES S.L.;;;;;;;;;;973314657;info@tpuiggene.com;;
BARCELONA;PONTEVEDRA;TRANS-AYAN S.L.;;;;;;;;;;986467178;alejandrolago@trans-ayan.com;;
VIZCAYA;MADRID;VENTURA PERALES ALFONSO;;;;;;;;;;627531403;transventura@hotmail.com;;
ALBACETE;GUIPUZCOA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
MADRID;GUIPUZCOA;PEREZ CARCEDO ANGEL OCTAVIO;;;;;;;;;;629401348;angelorenaper@yahoo.es;;
PALENCIA;MADRID;TRAMARKPUBLIC S.L.;;;;;;;;;;916095105;tmp@tramarkpublic.com;;
GUADALAJARA;BARCELONA;CAPARROS LOGISTICA PARA LA GANADERIAS.L;;;;;;;;;;609000031;cargascaparroslogistica@gmail.com;;
MADRID;HUESCA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BARCELONA;PONTEVEDRA;DCS LOGISTIC Y CONTROL DE GALICIA S.L.;;;;;;;;;;986348383;;;
BARCELONA;CADIZ;TRANSPORTES RAFAEL HOYOS ALVAREZ E HIJOS;;;;;;;;;;954623173;transportesr.hoyos@gmail.com;;
BARCELONA;GUADALAJARA;TATIANA BEZMAN BEZMAN;;;;;;;;;;663499040;TANIABEZMAN@YAHOO.ES;;
BARCELONA;ALICANTE;VELOCITY TRANSINTERNACIONAL S.L.;;;;;;;;;;961977960;trafico@transportevelocity.com;;
ASTURIAS;BARCELONA;TRANSMEC DE BORTOLI GROUP ESPAÑA S.A;;;;;;;;;;650372626;a.loeches@tdbg.es;;
VALENCIA;MADRID ;ONTIME PLATAFORMA NORESTE S.L.;;;;;;;;;;936768811;asegura@ontimelogistica.com;;
BARCELONA;MADRID;SANZ BERZAL RUBEN;;;;;;;;;;91/4270881;rsbmaluque@gmail.com;;
VALENCIA;BADAJOZ;J.A. MOYA TRANSPORTES SEVILLA S.L.;;;;;;;;;;666457178;jamoyatransportessevilla@gmail.com;;
VALENCIA;SEVILLA;EDUARDO MANUEL BULNES SERRANO;;;;;;;;;;607344248;info@transportesbulnes.com;;
BARCELONA;GERONA;TRANSFONT S.L.;;;;;;;;;;933362697;transfont@transfont.com;;
VALENCIA;BARCELONA;ONTIME PLATAFORMA NORESTE S.L.;;;;;;;;;;936768811;asegura@ontimelogistica.com;;
CASTELLON;VALENCIA;MOTRANSVAL S.L.;;;;;;;;;;96708342;pablorozalen@montransval.com;;
VALENCIA;MURCIA;VELOCITY TRANSINTERNACIONAL S.L.;;;;;;;;;;961977960;trafico@transportevelocity.com;;
BARCELONA;PONTEVEDRA;A.M. TRANS VALDIVIAS.L.;;;;;;;;;;618713536;a.m.transvaldivia@gmail.com;;
VALENCIA;LERIDA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
MADRID;SEGOVIA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
GUADALAJARA;MADRID;BUENDIA DOMINGUEZ ANA P. ;;;;;;;;;;961514924;annbuendia@gmail.com;;
LEON;VALENCIA;MASTRANS 1982 S.L.;;;;;;;;;;972720571;info@mastrans1982.com;;
GUIPUZCOA;GUIPUZCOA;TRANSPORTES LINAREJOS S.L.;;;;;;;;;;947512186;linarejos@linarejos.net;;
SEVILLA;BADAJOZ;TRANSPORTES A J LOPEZ CARRION S.L.;;;;;;;;;;685815968;transporteslopcarr@gmail.com;;
LA RIOJA;BARCELONA;TTES. MIGUEL ANGEL VIGUERA S.A.;;;;;;;;;;+34 941440818;marioviguera@transportesmaviguera.com;;
ALGECIRAS;JAEN;FRANCISCO ZARAGOZA JODAR;;;;;;;;;;687470722;zaragozajodar@gmail.com;;
PALENCIA;VALENCIA;TTES REGULARES DEL ARANDA S.L;;;;;;;;;;976824833;traficoregulares@gmail.com;;
BARCELONA;MADRID;PEREZ LOPEZ JESUS MARIA;;;;;;;;;;696450572;ttesjesan@gmail.com;;
BARCELONA;VIZCAYA;IONEL MATUS;;;;;;;;;;642257897;;;
GUADALAJARA;BARCELONA;TTES REGULARES DEL ARANDA S.L;;;;;;;;;;976824833;traficoregulares@gmail.com;;
MURCIA;MURCIA;MULTISERVICIOS EXPRESS S.L.;;;;;;;;;;965070809;trafico.gestion@multiserviciosexpress.es;;
MADRID;PONTEVEDRA;TRANSPORTES ERNESTO CABALEIRO S.L.;;;;;;;;;;+34 609350403;trafico.cabaleiro@gmail.com;;
HUESCA;BARCELONA;ALEXANDRU DANIEL TIGORVETI;;;;;;;;;;653500903;TIRGOVETI@GMAIL.COM;;
PALENCIA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
FRANCIA ZONA 10 AEREO;MADRID;EXE GLOBAL FORWARDERS S.L.(ENVIOXENVIO);;;;;;;;;;645424201;trafico@envioxenvio.es;;
ASTURIAS;VALENCIA;TRANSMARAÑA S.L.;;;;;;;;;;985308800;transporte@grupomarana.com;;
madrid;VALENCIA;ONTIME PLATAFORMA NORESTE S.L.;;;;;;;;;;936768811;asegura@ontimelogistica.com;;
TOLEDO;VALENCIA  ;ONTIME PLATAFORMA NORESTE S.L.;;;;;;;;;;936768811;asegura@ontimelogistica.com;;
BURGOS;VALENCIA;MIGUEL ANGEL CID GARCIA;;;;;;;;;;609158907;angelcid8@hotmail.com;;
BARCELONA;MADRID;TRAILER 10. S.L.;;;;;;;;;;976897190;administracion@trailer10.es;;
NAVARRA;BARCELONA;JAVIER AGUIRRE IGAL S.L.;;;;;;;;;;637532839;j.aguirreigal@hotmail.com;;
BARCELONA;CANTABRIA;TRANSVEL ARANDA S.L.;;;;;;;;;;947512186;transvel@linarejos.net;;
BARCELONA;PAISES BAJ;HIRUTRANS GARRAIOAK S.L. (HTG EXPRESS);;;;;;;;;;943634951;admon@htg-express.com;;
VALENCIA;HUESCA;ENRIQUE HERNANDEZ PARICIO;;;;;;;;;;659763870;transhernandezpa@gmail.com;;
VALENCIA;BARCELONA;TRANSPORTES LOPEZ VIALCANET S.L.;;;;;;;;;;962720379;info@translovisl.com;;
VALENCIA;GUADALAJARA;VELOCITY TRANSINTERNACIONAL S.L.;;;;;;;;;;961977960;trafico@transportevelocity.com;;
ASTURIAS;MADRID;ENORA SERVICIOS LOGISTICOS SL;;;;;;;;;;984158061;operaciones@enoragrupo.es;;
MADRID;BELGICA;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
GUADALAJARA;BARCELONA;AGUNSA EUROPA S.A.;;;;;;;;;;697878867;valfonso@agunsaeuropa.com;;
VALENCIA;ALICANTE;VERDET CARRATALA S.A.;;;;;;;;;;961555052;vercasa@vercasa.net;;
VALENCIA;VALENCIA;TRANSPORTA I MES S.L.;;;;;;;;;;+34 960913776;transportaimes@gmail.com;;
VALENCIA;TARRAGONA;ONTIME CATALUNYA S.L.U.;;;;;;;;;;;;;
VALENCIA;MALAGA;TRANSPORTES MARCOGAR S.L;;;;;;;;;;367321117;molinaygarcia@hotmail.com;;
LA RIOJA;BARCELONA;SDAD. COOPERATIVA RIOJANA DE TRANSPORTES;;;;;;;;;;941235042;scrt@fer.es;;
VIZCAYA;MADRID;HERNANDO GIL GUSTAVO;;;;;;;;;;609430155;gushergil2@hotmail.es;;
ASTURIAS;VALENCIA;TEJERINA ASENSIO LUIS GONZALO;;;;;;;;;;672609244;tejerina.trans@gmail.com;;
VALENCIA;VALENCIA;TRANSRIBERA COOP.V. (SALVADOR POVEDA VA);;;;;;;;;;962560202;salvadorpoveda46@gmail.com;;
VALENCIA;VALENCIA;PAUL AND TRUCK S.L. ;;;;;;;;;;962543516;Gerencia@paulandtruck.com;;
ALGECIRAS;CORDOBA;TRANSPORTES CORES BARREIRO S.L.;;;;;;;;;;663930166;vasilgd16@gmail.com;;
GUADALAJARA;BARCELONA;MAROC MODA S.L.;;;;;;;;;;914851401;;;
VALENCIA;AVILA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
MADRID;CANTABRIA;CATRADI 3 SLU;;;;;;;;;;942566259;;;
ALAVA;BARCELONA;MARTINEZ MANZANARES BRUNO;;;;;;;;;;660246644;;;
MADRID;CIUDAD REAL;TRANSPORTES FERNANDEZ S.L.U.;;;;;;;;;;963421585;carmen@transportesfernandez.es;;
BURGOS;VIZCAYA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;VIZCAYA;TRANSPORTES EL MIELERO S.L.;;;;;;;;;;967254281;transerranos@hotmail.com;;
VALENCIA;HUESCA;COCTRAMO S.C.L.;;;;;;;;;;674401250;coctramo@coctramo.com;;
BARCELONA;ORENSE;GONZALEZ YEBRA  S.L.;;;;;;;;;;+34 617351190;trafico@transportesyebra.com;;
VALENCIA;ASTURIAS;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
MADRID;CORUÑA;BOGAITRANS XXI SL;;;;;;;;;;955283650;trafico@bogaitrans.com;;
JAEN;SEVILLA;TRANPORTESIZADOS FERNANDEZ SLU;;;;;;;;;;699469058;;;
VALENCIA;MADRID;TRANSRIBERA COOP.V. (SALVADOR POVEDA VA);;;;;;;;;;962560202;salvadorpoveda46@gmail.com;;
BARCELONA;ALAVA;CALVANENSE LOPEZ ALVARO;;;;;;;;;;;alvarocalvanense@gmail.com;;
VALENCIA;ASTURIAS;CARCABA ASTURIAS S.L.;;;;;;;;;;985266585;;;
LEON;VIZCAYA;DIVERCARGO LEÓN S.L.;;;;;;;;;;+34 657 974 431;atc.554@dcgleon.es;;
CORDOBA;VIZCAYA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
SEVILLA;CORDOBA;TRANSPORTES CORES BARREIRO S.L.;;;;;;;;;;663930166;vasilgd16@gmail.com;;
VALENCIA;SORIA;RUBEN PESCADOR PALACIN;;;;;;;;;;619416983;;;
CORUÑA;VALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;ZARAGOZA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
BARCELONA;LUXEMBURGO;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
VALENCIA;VALENCIA;HERMANOS GARRIDO SALA S.L;;;;;;;;;;965783852;trafico@transportesgarrido.com;;
BADAJOZ;VALENCIA;ONTIME CATALUNYA S.L.U.;;;;;;;;;;;;;
TOLEDO;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;ALAVA;LARATRANS SERV.LOGIST Y TTES.S.L;;;;;;;;;;902202037;trafico@laratrans.com;;
BARCELONA;MADRID;OÑORO FERNANDEZ MIGUEL ANGEL;;;;;;;;;;616443098;transporte_syo@hotmail.com;;
SEGOVIA;VALENCIA  ;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
SEGOVIA;BARCELONA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
GUIPUZCOA;BARCELONA;TRANSPORTES ARTURO TABERNERO S.L.;;;;;;;;;;+34 609276801;arturo@arturotabernero.com;;
VALENCIA;ZAMORA;EUROPILLOW S.L.;;;;;;;;;;923204002;ctir.salamanca@gmail.com;;
VALENCIA;CADIZ;TRANSPORTES CHACAPI S.L.;;;;;;;;;;678689793;info@tchacapi.com;;
BARCELONA;SALAMANCA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
NAVARRA;VALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;SORIA;HERNANDEZ DURAN IVAN;;;;;;;;;;670095155;transportesivanhernandez23@gmail.com;;
MADRID;GRANADA;O.T. ELIVICO S.L.;;;;;;;;;;637507554;contabilidad@otelivicosl.com;;
CANTABRIA;PONTEVEDRA;TRANSPORTES VICENTE CEBALLOS REVILLA S.;;;;;;;;;;653753815;;;
VALENCIA;SEGOVIA;MOTRANSVAL S.L.;;;;;;;;;;96708342;pablorozalen@montransval.com;;
VALENCIA;VALENCIA;H RONITRANS 7878 S.L.;;;;;;;;;;931249806;;;
CACERES;VALENCIA;MANUEL VAQUERO RETORTILLO;;;;;;;;;;927675121;mvaquerp63@hotmail.com;;
CANTABRIA;CANTABRIA;AGENCIA TRANSPORTES ROBLEDO S.L.;;;;;;;;;;936388321;celso@robledologistics.com;;
CADIZ;SEVILLA;DIVISION DE TTRES J.L.PANTOJA S.L.;;;;;;;;;;955996216;internacional@grupopantoja.com;;
BARCELONA;TERUEL;MESQUITRANS ESPAÑA S.L.;;;;;;;;;;902390088;mesquitrans@mesquitrans.eu;;
MADRID;CIUDAD REAL;DRAGAN TRANSPORTES INTERNACIONALES S.L.;;;;;;;;;;673782916;trafico@dti-trans.com;;
GUADALAJARA;BARCELONA;ALCOTRANSA GRUPO LOGISTICO S.L.;;;;;;;;;;961340244;jlhoyos@grupoalcotransa.com;;
PALENCIA;BARCELONA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
madrid;VALENCIA;ONTIME CATALUNYA S.L.U.;;;;;;;;;;;;;
madrid;VALENCIA;MARIN ROIG RODRIGUEZ EDUARDO;;;;;;;;;;629846355;eduardomarin1968@gmail.com;;
ALAVA;BARCELONA;SKA LOGISTIK S.L.;;;;;;;;;;953515220;info@ska-logistik.es;;
LA RIOJA;VALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
VALENCIA;LEON;OPERADORES LOGISTICOS MAESMA S.L.;;;;;;;;;;639387323;op.logimaesma@hotmail.com;;
LEON;VALENCIA;TRANSPOUSADA S.L.;;;;;;;;;;982806812;transpousada@hotmail.es;;
VALLADOLID ;VALENCIA;TTES REGULARES DEL ARANDA S.L;;;;;;;;;;976824833;traficoregulares@gmail.com;;
BURGOS;VALENCIA;LOGISTIC INTERNACIONAL ROCHEL S.L;;;;;;;;;;653779633;trafico@gruporochel.com;;
BARCELONA;PONTEVEDRA;TRANSPORTES POR CARRETERA SUAREZ S.L.;;;;;;;;;;661119134;chus.suarezlorenzo@gmail.com;;
ALAVA;BARCELONA;MEDRANO SUFRATEGUI FRANCISCO JAVIER;;;;;;;;;;610809419;franciscomedrano47@gmail.com;;
VALENCIA 100 KMS;VALENCIA 100 KMS. ;VERDET CARRATALA S.A.;;;;;;;;;;961555052;vercasa@vercasa.net;;
VALENCIA;BARCELONA;HERMANOS GARCIA CAMILO S.L.;;;;;;;;;;950612139;trafico@garciacamilo.com;;
MADRID;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
GRANADA;MADRID;ALEJANDRO TOMAS IZQUIERDO TENA;;;;;;;;;;603405050;amit.transportes@gmail.com;;
VIZCAYA;BARCELONA;CARMELO IBABE ARCAUZ;;;;;;;;;;639674451;karmeloibabe@gmail.com;;
CASTELLON;VALENCIA;TRANSRIBERA COOP.V. (SALVADOR POVEDA VA);;;;;;;;;;962560202;salvadorpoveda46@gmail.com;;
SEVILLA;GRANADA;TRANPORTESIZADOS FERNANDEZ SLU;;;;;;;;;;699469058;;;
VALENCIA;VALENCIA;PARRA SANJUAN JUAN ANTONIO;;;;;;;;;;653279509;parrajuan2001.jp@gmail.com;;
STOCK CARGO, S.L.;MADRID;TRANS JOAQUIN BUENDIA S.L.U.;;;;;;;;;;961514924;info@transjbuendia.com;;
ASTURIAS;SEVILLA;GUTTRANS S.L;;;;;;;;;;985980876;info@guttrans.com;;
BARCELONA;MADRID;ANTONIA MOYA CARO;;;;;;;;;;609058330;antoniamoyacargo@gmail.com;;
MADRID;LEON;AURELIO ALONSO RODRIGUEZ;;;;;;;;;;+34 670792224;transportesalonsorodriguez@gmail.com;;
VALENCIA;JAEN;SEBASTIAN ORTEGA PEREZ;;;;;;;;;;677477987;sebas.ortega.perez@gmail.com;;
VALENCIA;VALLADOLID;AGENCIA TRANSPORTES ROBLEDO S.L.;;;;;;;;;;936388321;celso@robledologistics.com;;
DINAMARCA;BARCELONA;EXE GLOBAL FORWARDERS S.L.(ENVIOXENVIO);;;;;;;;;;645424201;trafico@envioxenvio.es;;
FRANCIA ZONA 14 AEREO;MADRID;EXE GLOBAL FORWARDERS S.L.(ENVIOXENVIO);;;;;;;;;;645424201;trafico@envioxenvio.es;;
CANTABRIA;VALENCIA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
LA RIOJA;BARCELONA;TRANSPORTES OCHOA HNOS S.A.;;;;;;;;;;941255197;trafico@ochoahnos.com;;
CANTABRIA;BARCELONA;MANIPULADOS CASTILLO GARCIA S.L.;;;;;;;;;;677084182;pablo@castillogarcia.com;;
SEVILLA;BADAJOZ;J.A. MOYA TRANSPORTES SEVILLA S.L.;;;;;;;;;;666457178;jamoyatransportessevilla@gmail.com;;
VALENCIA;VALENCIA;COTRANSVI SCTCM;;;;;;;;;;"967138020
";"cotransvi@telefonica.net
";;
VIZCAYA;BARCELONA;JORGE BALLESTEROS ALONSO ;;;;;;;;;;629231431;;;
MADRID;ALICANTE;EMDIPA S.L;;;;;;;;;;917480183;ops.mad@emdipa.com;;
MADRID;NAVARRA;TAFATRANS LOGISTICA Y SERVICIOS S.L.;;;;;;;;;;902232600;trafico@grupotafatrans.com;;
